År;Månad;Företag;M;L (FP);C;KD;S;V;MP;SD;Övriga;M FP C KD (1);S V MP (2);(1) - (2);Osäkra;Publicerad;Intervjperiod;Intervjuer (Bas);FI;PP;Intervjuer (Totalt);
2011;Juli;Demoskop;34,9;6,0;3,7;3,3;32,5;3,8;10,6;4,8;0,4;47,9;46,9;1,0;13,1;10 juli;29 juni - 6 juli;1 000;;;;
2011;Juli;Skop;32,9;6,6;6,0;3,1;30,9;4,7;10,7;4,2;0,8;48,6;46,3;2,3;5,0;10 juli;17 juni - 3 juli;1 059;;;;
2011;Juli;United Minds;31,2;6,5;4,7;4,2;30,1;4,6;10,1;7,4;1,3;46,6;44,8;1,8;;3 juli;6 juni - 2 juli;1 127;;;;
2011;Juli;Sentio Research;31,3;6,8;4,1;4,3;32,0;4,3;9,3;6,9;1,1;46,5;45,6;0,9;;1 juli;6-19 juni;947;;;;
;;;;;;;;;;;;;;;;;;;;;;
2011;Juni;Synovate;32,4;7,5;3,7;4,5;32,0;3,8;10,3;4,8;1;48,1;46,1;2,0;18,0;23 juni;7-21 juni;2 426;;;;
2011;Juni;Sifo;29,0;6,2;4,5;3,6;35,2;4,5;9,1;6,8;1,1;43,3;48,8;-5,5;11,8;19 juni;7-16 juni;1 909;;;;
2011;Juni;Novus;30,8;6,6;4,8;4,5;32,2;5,1;9,9;5,4;0,7;46,7;47,2;-0,5;9,7;18 juni;17 maj - 13 juni;2 000;;;;
2011;Juni;Skop;33,4;5,4;5,5;3,8;31,7;4,3;9,3;6,5;0,2;48,1;45,3;2,8;6,0;17 juni;16-30 maj;1 000;;;;
2011;Juni;Demoskop;32,1;6,5;5,0;3,5;29,2;5,2;11,8;6,3;0,4;47,1;46,2;0,9;10,2;14 juni;25 maj - 1 juni;1 000;;;;
2011;Juni;YouGov;31,7;7,2;4,5;4,1;30,1;5,2;9,3;7,1;0,9;47,5;44,6;2,9;;13 juni;5 maj - 5 juni;1 751;;;;
2011;Juni;SCB;31,1;6,0;4,5;3,8;34,0;4,5;8,9;5,7;1,5;45,4;47,4;-2,0;16,8;8 juni;1-26 maj;6 147;;;;
2011;Juni;United Minds;30,5;6,8;4,0;3,1;30,9;4,7;11,2;7,8;1,1;44,4;46,8;-2,4;8,0;5 juni;9 maj - 5 juni;1 195;;;;
2011;Juni;Sentio Research;31,1;7,0;4,0;4,4;33,2;4,8;8,4;6,4;0,8;46,5;46,4;0,1;;4 juni;2-22 maj;2 042;;;;
;;;;;;;;;;;;;;;;;;;;;;
2011;Maj;Synovate;32,7;7,2;4,7;3,8;33,0;4,1;8,9;4,2;1,4;48,4;46,0;2,4;16,3;27 maj;9-25 maj;2 706;;;;
2011;Maj;Novus;30,4;7,0;5,2;3,7;34,1;4,6;8,5;5,5;1;46,3;47,2;-0,9;8,9;19 maj;26 april - 16 maj;2 000;;;;
2011;Maj;Sifo;30,4;6,6;5,4;3,6;33,4;4,6;8,8;6,8;0,5;46,0;46,8;-0,8;12,4;15 maj;2 - 12 maj;1 911;;;;
2011;Maj;YouGov;35,1;5,9;3,7;3,6;30,3;4,4;9,9;6,6;0,5;48,3;44,6;3,7;;10 maj;4 april - 1 maj;1 398;;;;
2011;Maj;United Minds;32,2;6,5;4,0;4,1;30,7;4,9;8,9;7,7;0,9;46,8;44,5;2,3;9,2;9 maj;11 april - 8 maj;1 116;;;;
2011;Maj;Demoskop;32,2;6,2;4,2;3,5;30,3;4,9;10,5;7,1;1,2;46,1;45,7;0,4;12,9;9 maj;29 mars - 5 maj;1 000;;;;
2011;Maj;Skop;33,4;6,0;4,3;4,0;30,4;6,1;9,0;5,9;0,9;47,7;45,5;2,2;7,0;8 maj;13 april - 5 maj;1 020;;;;
2011;Maj;Sentio Research;32,9;6,5;4,5;3,5;31,3;5,0;8,3;6,7;1,3;47,4;44,6;2,8;;3 maj;4-24 april;3 188;;;;
;;;;;;;;;;;;;;;;;;;;;;
2011;April;Synovate;33,9;6,0;5,0;3,6;30,6;4,8;8,9;6,2;1;48,5;44,3;4,2;17,0;30 april;11-27 april;2 717;;;;
2011;April;Novus;32,8;6,2;5,1;3,4;32,1;4,8;8,5;5,9;1,1;47,5;45,4;2,1;11,4;22 april;5-18 april;2 000;;;;
2011;April;Sifo;32,5;6,0;4,0;3,8;31,2;5,4;9,8;6,6;0,8;46,3;46,4;-0,1;12,5;17 april;4-14 april;1 912;;;;
2011;April;Demoskop;36,2;6,3;4,2;3,6;28,8;4,4;10,1;4,9;1,5;50,3;43,3;7,0;10,5;12 april;29 mars - 5 april;1 000;;;;
2011;April;YouGov;32,8;7,1;4,5;2,9;29,2;5,3;9,6;8,2;0,4;47,3;44,1;3,2;;12 april;7 mars - 4 april;1 401;;;;
2011;April;United Minds;30,3;7,3;5,6;5,1;30,8;5,4;8,0;6,4;1,1;48,3;44,2;4,1;10,8;11 april;22 mars - 10 april;1 211;;;;
2011;April;Skop;34,5;7,4;3,5;2,9;30,1;5,5;9,0;5,2;1,8;48,3;44,6;3,7;6,0;8 april;10 mars - 5 april;1 000;;;;
;;;;;;;;;;;;;;;;;;;;;;
2011;Mars;Sentio Research;33,2;6,7;4,5;3,9;30,1;5,2;9,2;6,4;0,8;48,3;44,5;3,8;;30 mars;7-27 mars;2 791;;;;
2011;Mars;Synovate;34,9;6,2;5,0;3,2;29,9;4,5;9,7;5,7;0,9;49,3;44,1;5,2;16,5;25 mars;7-23 mars;2 840;;;;
2011;Mars;Novus;31,8;7,3;4,8;4,5;30,5;4,9;9,4;6,1;0,6;48,4;44,8;3,6;9,4;24 mars;10-21 mars;1 718;;;;
2011;Mars;United Minds;33,3;6,9;4,3;3,3;28,0;5,4;10,4;7,2;1,2;47,8;43,8;4,0;9,7;21 mars;12-21 mars;1 211;;;;
2011;Mars;Sifo;30,9;6,7;4,7;4,5;30,5;6,0;9,2;6,2;1,3;46,8;45,7;1,1;12,6;20 mars;7-17 mars;1 920;;;;
2011;Mars;United Minds;33,8;7,1;4,8;3,8;27,8;4,9;9,8;6,8;1,3;49,5;42,5;7,0;9,3;14 mars;14 feb - 13 mars;1 337;;;;
2011;Mars;YouGov;33,9;7,8;3,2;3,9;28,6;5,3;10,1;6,4;0,8;48,8;44,0;4,8;;14 mars;7 feb - 7 mars;1 197;;;;
2011;Mars;Skop;35,4;5,8;4,7;3,8;29,2;5,7;9,5;4,8;1,1;49,7;44,4;5,3;6,0;12 mars;10 feb - 9 mars;1 020;;;;
2011;Mars;Sentio Research;34,3;7,5;4,6;3,9;27,9;5,5;8,9;6,6;0,8;50,3;42,3;8,0;;7 mars;14-27 mars;;;;;
2011;Mars;Demoskop;32,4;7,3;4,6;3,5;29,3;5,2;10,6;5,7;1,3;47,8;45,1;2,7;10,3;6 mars;23 feb - 2 mars;1 000;;;;
;;;;;;;;;;;;;;;;;;;;;;
2011;Februari;Novus;33,6;7,4;5,1;4,1;28,4;5,0;8,7;6,5;1,2;50,2;42,1;8,1;10,2;27 feb;8-21 feb;2 000;;;;
2011;Februari;Synovate;36,7;7,7;3,6;3,9;29,0;5,3;8,0;4,6;1,2;51,9;42,3;9,6;15,0;26 feb;7-23 feb;2 880;;;;
2011;Februari;Sifo;33,4;6,5;5,1;4,3;30,2;5,4;7,7;6,4;1,2;49,3;43,3;6,0;12,3;20 feb;7-17 feb;1 917;;;;
2011;Februari;United Minds;31,8;7,2;4,4;4,6;25,6;5,1;11,4;8,5;1,4;48,0;42,1;5,9;7,8;14 feb;17 jan - 13 feb;1 158;;;;
2011;Februari;Demoskop;36,8;5,9;4,0;2,7;30,1;4,5;9,3;5,1;1,5;49,4;43,9;5,5;13,8;7 feb;26 jan - 2 feb;1 000;;;;
;;;;;;;;;;;;;;;;;;;;;;
2011;Januari;Synovate;34,6;6,5;4,7;3,6;27,0;5,2;11,1;6,3;1;49,4;43,3;6,1;13,8;31 jan;10-26 jan;2 673;;;;
2011;Januari;Sifo;33,9;7,1;4,7;4,4;27,8;4,3;10,3;6,9;0,6;50,1;42,4;7,7;10,7;23 jan;10-20 jan;1 907;;;;
2011;Januari;Novus;34,5;6,9;4,7;4,5;28,0;5,5;8,6;5,9;1,4;50,6;42,1;8,5;8,4;19 jan;4-17 jan;2 000;;;;
2011;Januari;United Minds;35,1;6,2;4,1;3,8;26,6;5,9;9,8;7,0;1,5;49,2;42,3;6,9;7,3;17 jan;20 dec - 16 jan;1 202;;;;
2011;Januari;Skop;35,7;8,1;5,5;2,7;24,4;5,2;9,6;7,1;1,7;52,0;39,2;12,8;6,0;16 jan;15 dec - 12 jan;1 004;;;;
2011;Januari;Demoskop;36,1;6,6;4,1;3,7;27,8;5,2;9,6;5,7;1,1;50,5;42,6;7,9;10,5;13 jan;3-11 jan;1 003;;;;
;;;;;;;;;;;;;;;;;;;;;;
2010;December;Skop;35,1;7,2;3,8;2,8;28,2;5;11;6,3;0,6;48,9;44,2;4,7;4,0;27 dec;28 nov - 16 dec;1 102;;;;
2010;December;United Minds;31,7;7,5;5,5;4,8;27,6;5,2;9,4;6,9;1,4;49,5;42,2;7,3;6,5;20 dec;23 nov - 19 dec;1 148;;;;
2010;December;Sifo;34,2;6,8;4,8;3,5;26,9;4,9;10,1;7,2;1,8;49,3;41,9;7,4;11;19 dec;6-16 dec;1 904;;;;
2010;December;Synovate;36,3;7,3;5,8;3,2;26,7;5,1;10,4;4,6;0,6;52,6;42,2;10,4;14,9;17 dec;29 nov - 15 dec;2 680;;;;
2010;December;Novus;33,4;7,3;5,5;2,9;28,7;5,3;9,5;6,5;0,9;49,1;43,5;5,6;6;17 dec;30 nov - 13 dec;2 000;;;;
2010;December;SCB;32,4;6,8;5,8;4,3;29;4,7;8,8;6,7;1,5;49,3;42,5;6,8;;8 dec;31 okt - 25 nov;6 192;;;;
2010;December;Demoskop;34,8;6,1;5;3,4;28,2;6,1;8,9;5,6;1,8;49,3;43,2;6,1;7,6;3 dec;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2010;November;Synovate;37,5;6,2;5,2;3,8;27,7;5,3;9,1;4,3;0,8;52,7;42,1;10,6;14,3;26 nov;8-24 nov;2 665;;;;
2010;November;United Minds;31,0;7,0;6,3;4,9;29,1;5,8;8,5;6,0;1,3;49,2;43,4;5,8;6,2;22 nov;25 okt - 21 nov;1 150;;;;
2010;November;Novus;33,6;7,0;4,6;4,4;29,9;5,0;8,2;6,3;1,1;49,6;43,1;6,5;6,1;17 nov;2-15 nov;2 000;;;;
2010;November;Sifo;31,8;7,8;5,1;4,1;28,5;5,8;8,5;6,9;1,6;48,8;42,8;6,0;11,6;14 nov;1-11 nov;1 889;;;;
2010;November;Skop;32,5;7,0;5,0;2,8;31,3;4,3;9,1;6,2;1,8;47,3;44,7;2,6;5,0;14 nov;17 okt - 8 nov;1 000;;;;
2010;November;Demoskop;34,3;8,2;4,8;4,4;28,9;5,0;9,1;4,9;0,4;51,7;43,0;8,7;;5 nov;27 okt - 3 nov;1 004;;;;
;;;;;;;;;;;;;;;;;;;;;;
2010;Oktober;Synovate;35,2;7,8;5,3;3,8;28,4;4,2;9,4;4,6;1,3;52,1;42,0;10,1;12,4;29 okt;11-27 okt;2 668;;;;
2010;Oktober;United Minds;30,6;7,4;6,6;5,1;29,6;5,9;7,5;5,9;1,3;49,7;43,0;6,7;5,8;25 okt;25 sept - 24 okt;1 381;;;;
2010;Oktober;Novus;32,0;7,9;4,9;4,8;30,4;4,4;8,1;6,4;1,1;49,6;42,9;6,7;5,0;24 okt;5-18 okt;2 000;;;;
2010;Oktober;Sifo;32,4;7,0;5,0;4,2;29,5;5,3;8,7;6,4;1,6;48,6;43,5;5,1;9,2;17 okt;4-14 okt;1 904;;;;
2010;Oktober;Synovate;31,7;7,8;5,4;4,4;29,6;5,1;8,9;4,7;2,4;49,3;43,6;5,7;10,7;5 okt;22-30 sept;1 635;;;;
;;;;;;;;;;;;;;;;;;;;;;
2010;September;Skop;28,8;8,7;6,5;5,6;28,7;6,7;8;5,0;2;49,6;43,4;6,2;;18 sept;7-16 sept;2 000;;;;
2010;September;Novus;28,8;7,3;7,2;6,0;29,9;6,1;8,2;4,4;2,2;49,3;44,2;5,1;12,0;18 sept;15-17 sept;1 500;;;;
2010;September;United Minds;27,6;6,7;6,3;6,3;27,7;6,3;9,9;7,2;1,8;46,9;43,9;3,0;8,0;18 sept;15-17 sept;1 554;;;;
2010;September;Sifo;30,0;6,8;6,6;6,5;30,3;5,3;9,7;3,8;1,2;49,9;45,3;4,6;10,2;18 sept;15-16 sept;1 941;;;;
2010;September;Synovate;30,4;6,6;6,9;5,3;29,7;4,6;8,6;5,9;2,1;49,2;42,9;6,3;15,0;18 sept;7-16 sept;1 820;;;;
2010;September;United Minds;25,7;7,2;8,9;6,2;28,0;5,8;9,4;7,1;1,7;48,0;43,2;4,8;;17 sept;14-16 sept;1 722;;;;
2010;September;Demoskop;31,6;7,1;6,2;6,3;28,9;6,5;7,1;5,1;1,2;51,2;42,5;8,7;14,1;17 sept;9-15 sept;1 527;;;;
2010;September;Novus;30,1;7,8;6,6;6,7;28,1;6,0;8,2;4,3;2,1;51,2;42,3;8,9;9,4;16 sept;13-15 sept;1 500;;;;
2010;September;United Minds;27,0;7,9;8,6;6,3;27,9;6,0;8,4;6,3;1,7;49,8;42,3;7,5;7,3;16 sept;13-15 sept;1 429;;;;
2010;September;United Minds;28,1;8,4;7,5;5,8;26,7;6,8;8,4;6,4;1,9;49,8;41,9;7,9;7,7;15 sept;12-14 sept;1 045;;;;
2010;September;Synovate;30,6;7,2;6,2;5,7;28,5;5,2;7,2;7,5;1,8;49,7;40,9;8,8;17,5;15 sept;7-13 sept;1 585;;;;
2010;September;Novus;31,1;7,3;6,1;5,8;29,0;5,7;9,1;4,1;1,7;50,3;43,8;6,5;9,9;14 sept;7-13 sept;2 055;;;;
2010;September;United Minds;29,5;9,0;5,3;6,1;26,6;6,3;9,2;5,4;2,6;49,9;42,1;7,8;8,9;14 sept;11-13 sept;1 091;;;;
2010;September;Skop;30,6;8,0;6,1;6,4;27,6;6,7;7,5;5,0;2,1;51,1;41,8;9,3;;14 sept;7-12 sept;1 100;;;;
2010;September;United Minds;29,4;8,4;5,5;5,6;26,5;6,8;8,7;6,6;2,4;48,9;42,0;6,9;8,5;13 sept;9-12 sept;1 382;;;;
2010;September;United Minds;29,2;7,2;6,2;6,1;27,0;6,8;8,2;7,0;2,4;48,7;42,0;6,7;8,0;12 sept;8-11 sept;1 342;;;;
2010;September;Demoskop;31,9;7,3;5,2;6,0;29,0;6,1;7,5;5,3;1,6;50,4;42,6;7,8;;12 sept;7-10 sept;1 001;;;;
2010;September;Sifo;31,4;8,8;4,8;6,7;28,7;6,2;7,1;4,6;1,9;51,7;42,0;9,7;;12 sept;6-9 sept;1 435;;;;
2010;September;United Minds;28,5;7,0;6,1;6,1;27,8;7,5;8,3;6,4;2,4;47,7;43,6;4,1;7,1;11 sept;7-10 sept;1 350;;;;
2010;September;United Minds;28,1;6,7;6,2;6,6;29,1;7,6;8,0;5,4;2,1;47,6;44,7;2,9;8,2;10 sept;6-9 sept;1 243;;;;
2010;September;Synovate;31,8;8,2;5,3;5,2;28,6;6,4;7,2;6,0;1,3;50,5;42,2;8,3;17,1;10 sept;31 aug - 8 sept;1 519;;;;
2010;September;United Minds;28,5;6,9;5,4;6;28,7;8,1;8,9;5,0;2,3;46,8;45,7;1,1;8,5;9 sept;4-8 sept;1 083;;;;
2010;September;United Minds;28,4;7,6;5,4;6,3;29,4;8,0;7,9;4,7;2,4;47,7;45,3;2,4;9,8;8 sept;2-7 sept;1 161;;;;
2010;September;Novus;31,2;7,0;5,6;5,6;27,3;7,7;8,9;5,2;1,5;49,4;43,9;5,5;11,2;8 sept;31 aug - 6 sept;2 000;;;;
2010;September;Synovate;29,9;9,0;4,5;5,0;30,0;6,8;8,2;4,7;2;48,4;45,0;3,4;17,6;8 sept;25 aug - 6 sept;1 838;;;;
2010;September;Skop;30,0;8,1;6,1;5,5;29,6;6,6;8,2;4,3;1,6;49,7;44,4;5,3;7,0;7 sept;29 aug - 3 sept;1 525;;;;
2010;September;United Minds;27,0;8,5;5,1;5,6;28,8;7,7;8,3;6,1;3;46,2;44,8;1,4;9,6;6 sept;30 aug - 6 sept;1 078;;;;
2010;September;Sifo;31,7;7,2;6,7;4,5;28,7;5,3;9,7;4,2;2,1;50,1;43,7;6,4;11,1;5 sept;30 aug - 2 sept;1 428;;;;
2010;September;Demoskop;31,9;7,5;6,2;4,9;29,7;5,8;8,5;4,4;1,1;50,5;44,0;6,5;11,9;4 sept;25 aug - 1 sept;1 101;;;;
2010;September;Synovate;30,3;8,4;4,9;4,1;30,0;7,5;8,3;4,4;2,1;47,7;45,8;1,9;17,8;3 spet;23 aug - 1 sept;1 820;;;;
;;;;;;;;;;;;;;;;;;;;;;
2010;Augusti;Novus;31,8;7,2;5,4;4,6;30,3;5,2;8,9;4,7;1,8;49,0;44,4;4,6;12,6;31 aug;24-30 aug;2 000;;;;
2010;Augusti;United Minds;29,3;8,2;4,2;6,4;27,3;6,4;10,7;5,6;1,9;48,1;44,4;3,7;10,9;31 aug;23-30 aug;1 013;;;;
2010;Augusti;Skop;31,6;7,9;5,1;5,2;30,0;5,9;8,9;3,7;1,7;49,8;44,8;5,0;;31 aug;22-27 aug;1 498;;;;
2010;Augusti;Sifo;33,0;6,2;5,3;5,5;30,8;4,9;7,6;4,6;2;50,0;43,3;6,7;14,1;29 aug;23-26 aug;1 420;;;;
2010;Augusti;Synovate;30,9;6,7;5,4;5,7;29,2;6,1;9,7;3,4;2,9;48,7;45,0;3,7;21,1;27 aug;12-25 aug;2 041;;;;
2010;Augusti;Sentio Research;31,4;6,9;5,5;5,8;28,8;5,2;8,7;5,6;2,2;49,5;42,7;6,8;;25 aug;Augusti;2 906;;;;
2010;Augusti;Novus;31,4;6,6;5,1;5,8;30,3;5,3;9,0;4,7;1,7;48,9;44,6;4,3;13,8;25 aug;17-23 aug;2 000;;;;
2010;Augusti;United Minds;28,1;6,7;5,4;4,5;29,6;6,1;9,7;6,5;3,5;44,7;45,4;-0,7;;24 aug;2-22 aug;1 062;;;;
2010;Augusti;Skop;31,2;7,3;5,1;5,1;31,2;5,0;9,1;4,4;1,6;48,7;45,3;3,4;;23 aug;15-20 aug;1 459;;;;
2010;Augusti;Sifo;32,1;7,8;5,8;5,8;30,1;5,9;7,9;3,7;1;51,5;43,9;7,6;14,6;22 aug;16-19 aug;1 445;;;;
2010;Augusti;Synovate;29,3;7,4;5,1;5,9;31,3;4,4;10,8;3,6;2,2;47,7;46,5;1,2;22,2;20 aug;9-18 aug;1 804;;;;
2010;Augusti;Novus;31,8;6,9;4,2;5,0;32,7;4,4;9,2;4,2;1,7;47,9;46,3;1,6;13,5;18 aug;3-16 aug;2 000;;;;
2010;Augusti;Skop;32,7;6,6;4,1;4,7;30,7;5,5;8,9;4,9;1,9;48,1;45,1;3,0;;18 aug;9-13 aug;1 329;;;;
2010;Augusti;Sifo;30,5;6,8;5,5;5,8;31,3;4,8;8,9;4,5;1,9;48,6;45,0;3,6;14,1;15 aug;9-12 aug;1 331;;;;
2010;Augusti;Sifo;32,6;6,3;4,7;5,7;30,6;5,4;10,0;4,1;0,7;49,3;46,0;3,3;15,3;8 aug;2-5 aug;1 194;;;;
2010;Augusti;United Minds;29,3;6,9;4,2;5,5;30,2;5,8;9,0;6,5;2,5;45,9;45,0;0,9;11,1;2 aug;12 juli-1 aug;2 004;;;;
;;;;;;;;;;;;;;;;;;;;;;
2010;Juli;Sentio Research;30,4;5,9;5,3;5,1;30,2;5,5;9,3;5,0;3,4;46,6;45,0;1,6;;31 juli;Juli;2 023;;;;
2010;Juli;Skop;33,3;6,6;4,7;4,0;29,2;5,0;10,5;4,0;2,7;48,6;44,7;3,9;;27 juli;30 juni-15 juli;1 077;;;;
2010;Juli;Demoskop;32,1;7,0;5,3;4,7;30,6;4,7;8,9;4,5;2,2;49,1;44,2;4,9;12,2;9 juli;27 juni-4 juli;1 106;;;;
2010;Juli;Sentio Research;31,8;5,6;5,0;4,5;30,8;5,7;9,3;5,7;1,6;46,9;45,8;1,1;;2 juli;Juni;2 969;;;;
;;;;;;;;;;;;;;;;;;;;;;
2010;Juni;Synovate;33,1;6,6;4,8;4,6;30,0;5,2;9,3;4,6;1,8;49,1;44,5;4,6;20,6;24 juni;7-22 juni;2 973;;;;
2010;Juni;Novus (2);31,1;4,8;5,7;4,3;32,5;5,5;9,1;4,7;2,2;46,0;47,2;-1,2;13,9;23 juni;8-21 juni;2 000;;;;
2010;Juni;United Minds;29,9;6,8;4,8;4,9;28,8;6,6;10,3;5,6;2,5;46,4;45,7;0,7;11,0;22 juni;24 maj-20 juni;1 238;;;;
2010;Juni;Skop;34,0;6,7;3,8;3,6;30,4;5,3;11,0;3,5;1,7;48,1;46,7;1,4;8,0;19 juni;31 maj-15 juni;1 111;;;;
2010;Juni;Sifo;32,9;6,1;4,9;4,5;30,6;5,1;9,9;4,3;1,7;48,4;45,6;2,8;12,6;13 juni;31 maj-10 juni;1 906;;;;
2010;Juni;SCB;29,2;5,8;4,6;4,5;33,8;5,6;10,7;3,9;1,8;44,1;50,1;-6,0;;10 juni;28 apr-30 maj;6 135;;;;
2010;Juni;Novus (1);32,1;5,7;5,2;3,9;31,5;5;9,9;4,8;1,8;46,9;46,4;0,5;11,1;9 juni;25 maj-7 juni;2 000;;;;
2010;Juni;Demoskop;34,5;7,6;4,8;4,0;29,9;4,6;9,8;3,3;1,5;50,9;44,3;6,6;15,6;4 juni;26 maj-2 juni;1 117;;;;
2010;Juni;Sentio Research;31,1;5,6;4,7;4,4;30,3;6,4;10,1;5,3;2,1;45,8;46,8;-1,0;;3 juni;Maj;2 894;;;;
;;;;;;;;;;;;;;;;;;;;;;
2010;Maj;Synovate;31,8;7,2;4,7;4,6;32,5;5,2;8,8;3,4;1,8;48,3;46,5;1,8;20,1;28 maj;10-26 maj;2 690;;;;
2010;Maj;Novus (2);30,3;6,1;5,3;4,5;32,5;6,9;8,5;4,0;1,9;46,2;47,9;-1,7;12,8;27 maj;11-24 maj;2 000;;;;
2010;Maj;United Minds;29,8;5,7;4,9;4,7;31;6,5;10;5,5;2;45,1;47,5;-2,4;;25 maj;26 apr-23 maj;1 039;;;;
2010;Maj;Skop;30,3;6,0;5,0;4,0;33,7;5,8;10,9;2,9;1,4;45,3;50,4;-5,1;6,0;24 maj;28 apr-19 maj;1 133;;;;
2010;Maj;Sifo;30,9;6,7;5,1;3,5;34,3;4,3;10,7;3,5;1;46,2;49,3;-3,1;15,0;14 maj;3-11 maj;1 917;;;;
2010;Maj;Novus (1);31,2;6,3;4,9;4,1;33,6;5,6;8,3;4,6;1,5;46,5;47,5;-1,0;14,3;12 maj;27 apr-10 maj;2 000;;;;
2010;Maj;Demoskop;30,6;9,0;4,2;5,4;33,8;4,8;8,8;2,1;1,3;49,2;47,4;1,8;16,4;6 maj;28 apr-5 maj;1 006;;;;
;;;;;;;;;;;;;;;;;;;;;;
2010;April;Synovate;28,8;5,9;4,6;3,8;35,1;5,6;10,6;4,0;1,7;43,1;51,3;-8,2;19,5;30 apr;12-28 apr;2 677;;;;
2010;April;Sentio Research;28,5;6,3;4,8;4,2;33,4;5,0;10,8;5,0;2;43,8;49,2;-5,4;;29 apr;apr;2 901;;;;
2010;April;United Minds;27,1;6,6;5,4;5,2;30,5;6,4;11,7;4,2;2,9;44,3;48,6;-4,3;;27 apr;29 mars-25 apr;1 083;;;;
2010;April;Novus;28,1;6,4;4,9;4,8;35,8;4,5;9,7;3,6;2,3;44,2;50,0;-5,8;12,9;21 apr;6-19 apr;2 000;;;;
2010;April;Sifo;29,8;6,2;4,9;4,1;34,1;5,4;9,0;4,9;1,6;45,0;48,5;-3,5;14,4;18 april;6-15 apr;1 945;;;;
2010;April;Skop;28,1;7,0;5,2;4,6;33,6;4,5;10,3;5,0;1,8;44,9;48,4;-3,5;;15 apr;18 mars-10 apr;1 058;;;;
2010;April;Demoskop;28,1;7,6;4,2;3,7;35,6;5,4;11,3;3,2;0,7;43,6;52,3;-8,7;14,5;12 apr;31 mars-7 apr;1 008;;;;
2010;April;Sentio Research;28,0;6,4;5,1;4,4;32,1;5,3;8,8;7,6;2,2;43,9;46,2;-2,3;;4 apr;16-28 mars;1 946;;;;
;;;;;;;;;;;;;;;;;;;;;;
2010;Mars;United Minds;27,3;7,1;4,6;5,6;30,6;5,8;10,8;5,5;2,7;44,6;47,2;-2,6;11,5;30 mars;1-28 mars;1 144;;;;
2010;Mars;Synovate;27,5;7,2;5,1;4,6;33,7;5,2;10,2;3,6;2,8;44,4;49,1;-4,7;19,9;26 mars;8-24 mars;2 699;;;;
2010;Mars;Novus;26,9;6,1;5,4;4,2;35,8;6,0;9,9;4,3;1,4;42,6;51,7;-9,1;12,3;18 mars;2-15 mars;2 000;;0,8;;
2010;Mars;Skop;28,9;6,6;3,9;4,9;32,1;6,8;10,8;2,7;3,3;44,3;49,7;-5,4;;14 mars;16 feb-10 mars;1 000;;;;
2010;Mars;Sifo;30,8;5,9;4,7;3,8;34,0;5,6;10,6;3,8;0,9;45,2;50,2;-5,0;15,0;14 mars;1-11 mars;1 916;;;;
2010;Mars;Demoskop;27,3;7,2;4,7;5,3;34,4;5,1;10,6;4,3;1;44,5;50,1;-5,6;13,6;6 mars;24 feb - 3 mars;1 011;;;;
2010;Mars;Sentio Research;27,3;5,4;4,5;5,4;33,6;5,6;9,2;6,3;2,7;42,6;48,4;-5,8;;5 mars;9-28 feb;3 027;;;;
2010;Mars;United Minds;26,4;6,0;3,9;5,2;30,8;6,4;13,1;5,4;2,8;41,5;50,3;-8,8;;1 mars;21-25 feb;1 106;;1,9;;
;;;;;;;;;;;;;;;;;;;;;;
2010;Februari;Synovate;27,7;6,3;4,9;4,1;35,2;4,8;9,7;5,6;1,8;43,0;49,7;-6,7;19,8;26 feb;8-24 feb;2 712;;;;
2010;Februari;Novus;29,4;6,9;4,3;3,9;34,1;5,6;9,5;4,5;1,8;44,5;49,2;-4,7;15,0;19 feb;2-15 feb;2 000;;0,6;;
2010;Februari;Sifo;29,6;6,5;5,6;3,9;34,6;5,1;9,3;3,4;2;45,6;49,0;-3,4;16,0;14 feb;1-11 feb;1 925;;;;
2010;Februari;Skop;28,8;6,9;5,9;5,0;32,1;5,4;10,5;4,4;1;46,6;48,0;-1,4;;12 feb;24 jan-4 feb;1 000;;;;
2010;Februari;Demoskop;29,9;6,4;5,1;4,8;35,2;6,2;7,6;3,8;1;46,2;49,0;-2,8;10,8;5 feb;27 jan-3 feb;1 010;;;;
2010;Februari;United Minds;23,1;6,8;4,0;5,5;30,1;6,7;13,5;6,0;4,3;39,4;50,3;-10,9;;2 feb;7-31 jan;1 001;;2,2;;
;;;;;;;;;;;;;;;;;;;;;;
2010;Januari;Synovate;29,3;7,3;4,8;4,4;34,9;4,6;9,1;4,1;1,5;45,8;48,6;-2,8;22,0;29 jan;11-27 jan;2 221;;;;
2010;Januari;Sentio Research;26,3;5,7;4,8;4,8;34,5;5,5;10,5;5,6;2,3;41,6;50,5;-8,9;;28 jan;5-27 jan;3 026;;;;
2010;Januari;Sifo;25,8;6,7;5,0;4,0;36,9;5,5;9,4;5,0;1,8;41,5;51,8;-10,3;14,0;24 jan;11-21 jan;1 919;;;;
2010;Januari;Novus;26,1;6,2;5,2;4,4;35,5;5,0;11,3;4,4;2,2;41,9;51,8;-9,9;15,0;20 jan;5-18 jan;2 000;;1,1;;
2010;Januari;Demoskop;27,4;7,4;3,1;3,9;37,1;3,8;10,3;5,0;2;41,8;51,2;-9,4;10,6;15 jan;4-11 jan;1 002;;;;
